date,symbol,weight,price,equity
2026-06-24,USO,0.0262044771008993,106.29000091552734,100000.0
2026-06-24,GLD,0.0,365.9200134277344,100000.0
2026-06-24,VNQ,0.1396979678112913,97.01000213623048,100000.0
2026-06-24,BTC,0.0,60956.3515625,100000.0
2026-06-24,ETH,0.0,1619.0899658203125,100000.0
2026-06-25,SPY,0.1453202055398204,734.2999877929688,100000.0
2026-06-25,QQQ,0.0927602746523073,716.3800048828125,100000.0
2026-06-25,EFA,0.1246116386812677,103.1500015258789,100000.0
2026-06-25,EEM,0.0792059981228631,67.95999908447266,100000.0
2026-06-25,IWM,0.1645316395672072,298.9100036621094,100000.0
2026-06-25,TLT,0.0408940593299082,87.3499984741211,100000.0
2026-06-25,IEF,0.0,94.79000091552734,100000.0
2026-06-25,DBC,0.0354277378835976,26.93000030517578,100000.0
2026-06-25,USO,0.0219419347342888,109.30999755859376,100000.0
2026-06-25,GLD,0.0,369.4599914550781,100000.0
2026-06-25,VNQ,0.1399397905663577,97.19000244140624,100000.0
2026-06-25,BTC,0.0,59786.3984375,100000.0
2026-06-25,ETH,0.0,1566.4599609375,100000.0
2026-06-26,SPY,0.1453201777771204,728.989990234375,100000.0
2026-06-26,QQQ,0.092760331093736,706.52001953125,100000.0
2026-06-26,EFA,0.1246116582007903,102.54000091552734,100000.0
2026-06-26,EEM,0.0792059903651113,67.19000244140625,100000.0
2026-06-26,IWM,0.1645316633744008,299.8299865722656,100000.0
2026-06-26,TLT,0.0571593220798755,87.36000061035156,100000.0
2026-06-26,IEF,0.0278473091291551,95.02999877929688,100000.0
2026-06-26,DBC,0.0266133758823655,26.56999969482422,100000.0
2026-06-26,USO,0.0175829241877031,105.4800033569336,100000.0
2026-06-26,GLD,0.0,373.6300048828125,100000.0
2026-06-26,VNQ,0.1399398309069394,98.66999816894533,100000.0
2026-06-26,BTC,0.0,59918.05859375,100000.0
2026-06-26,ETH,0.0,1574.8800048828125,100000.0
2026-06-29,SPY,0.1203558711030571,741.0,100000.0
2026-06-29,QQQ,0.0928798385252957,724.0800170898438,100000.0
2026-06-29,EFA,0.1244552369816991,103.4499969482422,100000.0
2026-06-29,EEM,0.0791332937140091,67.43000030517578,100000.0
2026-06-29,IWM,0.1945715451326181,298.9700012207031,100000.0
2026-06-29,TLT,0.073970145534746,87.44999694824219,100000.0
2026-06-29,IEF,0.0591322767770657,95.05999755859376,100000.0
2026-06-29,DBC,0.0181429966696419,26.559999465942383,100000.0
2026-06-29,USO,0.013867160973534,107.08000183105467,100000.0
2026-06-29,GLD,0.0,368.5799865722656,100000.0
2026-06-29,VNQ,0.1661974357883366,98.1500015258789,100000.0
2026-06-29,BTC,0.0,60143.66015625,100000.0
2026-06-29,ETH,0.0,1606.1400146484375,100000.0
2026-06-30,SPY,0.12037735132795109,746.77001953125,100000.0
2026-06-30,QQQ,0.0928986233782879,736.4000244140625,100000.0
2026-06-30,EFA,0.12462336030381542,103.87999725341797,100000.0
2026-06-30,EEM,0.07908638881765771,68.41000366210938,100000.0
2026-06-30,IWM,0.19478473664804635,300.45001220703125,100000.0
2026-06-30,TLT,0.07393221873627907,86.41999816894531,100000.0
2026-06-30,IEF,0.05903345460084323,94.56999969482422,100000.0
2026-06-30,DBC,0.010573075924360128,26.65999984741211,100000.0
2026-06-30,USO,0.00992445761086963,106.44000244140625,100000.0
2026-06-30,GLD,0.0,368.3800048828125,100000.0
2026-06-30,VNQ,0.16628685964176734,96.43000030517578,100000.0
2026-06-30,BTC,0.0,58470.51953125,100000.0
2026-06-30,ETH,0.0,1566.8800048828125,100000.0
